timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-11-13T16:52:15,codecarbon,0272d621-7873-4fb2-a9ee-abcf0efbe5e4,0.0390095710754394,1.4857861515406109e-08,0.0003808773361458,12.5,8.041000000000002,11.84809112548828,1.320408450232612e-07,5.5833567844496844e-08,8.226852377598939e-08,2.7014293664374744e-07,France,FRA,,,,Windows-10-10.0.19045-SP0,3.10.6,8,Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz,1,1 x NVIDIA GeForce GTX 1660 Ti with Max-Q Design,,,31.59490966796875,machine,N
2022-11-13T16:52:21,codecarbon,5a2f5ea6-8adf-4cb3-890a-258e78734cd2,0.03177833557128906,1.115776281590883e-08,0.00035111224723769337,12.5,8.290000000000001,11.848091125488281,1.0691914293501111e-07,4.087655875417922e-08,5.507271314551569e-08,2.02868414834706e-07,France,FRA,,,,Windows-10-10.0.19045-SP0,3.10.6,8,Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz,1,1 x NVIDIA GeForce GTX 1660 Ti with Max-Q Design,,,31.59490966796875,machine,N
